"Order_ID","Buyer_ID","Supplier_ID","Product_Category","Quantity_Ordered","Order_Date","Dispatch_Date","Delivery_Date","Shipping_Mode","Order_Value_USD","Delay_Days","Disruption_Type","Disruption_Severity","Supply_Risk_Flag","order_month","Days_Until_Delivered","Days_Until_Dispatch","Actual_Transit_Days","Order_Quarter","On_Time_Flag"
"O1528","B3","S12","Machinery",302,2023-09-10,2023-09-12,2023-09-21,"Sea",17652.95,3,"Customs","Low",1,"2023-09",11,2,9,"Q3",0
"O1529","B8","S12","Machinery",674,2023-11-06,2023-11-10,2023-11-28,"Road",20181.81,10,"Weather","Medium",1,"2023-11",22,4,18,"Q4",0
"O1530","B49","S14","Pharma",441,2023-10-16,2023-10-18,2023-10-22,"Rail",13581.68,0,"None","None",0,"2023-10",6,2,4,"Q4",1
"O1531","B12","S7","Pharma",714,2023-06-13,2023-06-15,2023-06-19,"Road",10663.98,2,"Strike","High",1,"2023-06",6,2,4,"Q2",0
"O1532","B6","S29","Pharma",958,2023-04-05,2023-04-06,2023-04-16,"Rail",24410.47,1,"Shortage","Low",1,"2023-04",11,1,10,"Q2",0
"O1533","B28","S6","Machinery",984,2023-09-27,2023-09-30,2023-10-05,"Sea",13792.42,3,"Weather","Low",1,"2023-09",8,3,5,"Q3",0
"O1534","B47","S12","Food",594,2023-11-17,2023-11-18,2023-11-20,"Air",14729.35,0,"None","None",0,"2023-11",3,1,2,"Q4",1
"O1535","B32","S12","Machinery",408,2023-04-20,2023-04-24,2023-05-02,"Air",33009.43,0,"None","None",0,"2023-04",12,4,8,"Q2",1
"O1536","B3","S28","Food",826,2023-12-02,2023-12-03,2023-12-13,"Air",48442.6,2,"Customs","Low",1,"2023-12",11,1,10,"Q4",0
"O1537","B41","S29","Food",898,2023-11-06,2023-11-07,2023-11-10,"Air",30380.04,1,"Weather","Medium",1,"2023-11",4,1,3,"Q4",0
"O1538","B31","S23","Pharma",353,2023-08-26,2023-08-27,2023-09-05,"Air",4310.48,0,"None","None",0,"2023-08",10,1,9,"Q3",1
"O1539","B13","S24","Textiles",973,2023-01-25,2023-01-26,2023-02-01,"Road",4241.39,0,"None","None",0,"2023-01",7,1,6,"Q1",1
"O1540","B26","S29","Electronics",149,2023-05-21,2023-05-22,2023-05-30,"Rail",47595.45,7,"Customs","Medium",1,"2023-05",9,1,8,"Q2",0
"O1541","B34","S20","Pharma",196,2023-04-27,2023-05-01,2023-05-09,"Sea",15215.89,2,"Weather","Low",1,"2023-04",12,4,8,"Q2",0
"O1542","B16","S25","Pharma",814,2023-01-25,2023-01-28,2023-02-07,"Road",5057.32,5,"Shortage","Low",1,"2023-01",13,3,10,"Q1",0
"O1543","B36","S25","Textiles",70,2023-03-20,2023-03-23,2023-03-24,"Rail",30152.71,0,"None","None",0,"2023-03",4,3,1,"Q1",1
"O1544","B28","S2","Electronics",948,2023-03-09,2023-03-13,2023-03-16,"Air",31370.61,0,"None","None",0,"2023-03",7,4,3,"Q1",1
"O1545","B10","S7","Machinery",389,2023-06-22,2023-06-23,2023-06-26,"Rail",32600.99,1,"Customs","Low",1,"2023-06",4,1,3,"Q2",0
"O1546","B20","S2","Machinery",719,2023-01-12,2023-01-14,2023-01-18,"Rail",13736.4,0,"None","None",0,"2023-01",6,2,4,"Q1",1
"O1547","B13","S24","Pharma",816,2023-10-15,2023-10-19,2023-10-28,"Air",1247.98,0,"None","None",0,"2023-10",13,4,9,"Q4",1
"O1548","B25","S4","Electronics",449,2023-05-08,2023-05-10,2023-05-18,"Air",48268.26,1,"Shortage","Low",1,"2023-05",10,2,8,"Q2",0
"O1549","B4","S11","Pharma",328,2023-04-06,2023-04-07,2023-04-21,"Air",12919.21,10,"Strike","Medium",1,"2023-04",15,1,14,"Q2",0
"O1550","B2","S4","Food",311,2023-04-02,2023-04-03,2023-04-12,"Sea",33963.3,7,"Strike","Low",1,"2023-04",10,1,9,"Q2",0
"O1551","B48","S1","Pharma",353,2023-05-21,2023-05-24,2023-06-04,"Air",35478.18,2,"Weather","Low",1,"2023-05",14,3,11,"Q2",0
"O1552","B14","S25","Pharma",20,2023-01-31,2023-02-01,2023-02-03,"Sea",30695.37,0,"None","None",0,"2023-01",3,1,2,"Q1",1
"O1553","B46","S25","Machinery",71,2023-11-30,2023-12-03,2023-12-07,"Air",15988.92,2,"Strike","Medium",1,"2023-11",7,3,4,"Q4",0
"O1554","B28","S18","Machinery",854,2023-01-20,2023-01-24,2023-02-05,"Sea",13919.26,3,"Shortage","Low",1,"2023-01",16,4,12,"Q1",0
"O1555","B11","S23","Machinery",235,2023-05-26,2023-05-27,2023-06-11,"Rail",30084.58,7,"Strike","Low",1,"2023-05",16,1,15,"Q2",0
"O1556","B35","S28","Food",162,2023-11-12,2023-11-14,2023-12-02,"Road",43371.73,10,"Shortage","Low",1,"2023-11",20,2,18,"Q4",0
"O1557","B23","S8","Machinery",720,2023-06-09,2023-06-11,2023-06-14,"Rail",47363.32,0,"None","None",0,"2023-06",5,2,3,"Q2",1
"O1558","B48","S26","Electronics",573,2023-12-15,2023-12-17,2023-12-28,"Rail",5742.34,2,"Shortage","Low",1,"2023-12",13,2,11,"Q4",0
"O1559","B10","S6","Textiles",781,2023-02-12,2023-02-16,2023-02-26,"Air",8164.02,5,"Shortage","Medium",1,"2023-02",14,4,10,"Q1",0
"O1560","B23","S7","Electronics",580,2023-09-11,2023-09-13,2023-09-23,"Sea",47264.44,3,"Customs","Low",1,"2023-09",12,2,10,"Q3",0
"O1561","B10","S7","Electronics",593,2023-05-10,2023-05-13,2023-05-15,"Road",36958.49,0,"None","None",0,"2023-05",5,3,2,"Q2",1
"O1562","B16","S29","Machinery",669,2023-03-01,2023-03-04,2023-03-14,"Air",44208.19,2,"Customs","Low",1,"2023-03",13,3,10,"Q1",0
"O1563","B15","S4","Textiles",870,2023-05-31,2023-06-04,2023-06-19,"Air",10530.32,10,"Shortage","Low",1,"2023-05",19,4,15,"Q2",0
"O1564","B3","S6","Textiles",584,2023-10-14,2023-10-16,2023-10-24,"Air",29585.5,0,"None","None",0,"2023-10",10,2,8,"Q4",1
"O1565","B37","S19","Textiles",319,2023-01-05,2023-01-06,2023-01-10,"Rail",35206.41,0,"None","None",0,"2023-01",5,1,4,"Q1",1
"O1566","B14","S22","Food",894,2023-09-23,2023-09-24,2023-10-03,"Sea",34165.54,0,"None","None",0,"2023-09",10,1,9,"Q3",1
"O1567","B29","S25","Machinery",252,2023-12-11,2023-12-14,2023-12-15,"Sea",20703.51,0,"None","None",0,"2023-12",4,3,1,"Q4",1
"O1568","B36","S28","Textiles",502,2023-05-10,2023-05-11,2023-05-15,"Road",1262.05,0,"None","None",0,"2023-05",5,1,4,"Q2",1
"O1569","B26","S23","Food",375,2023-09-24,2023-09-26,2023-09-29,"Sea",29354.84,0,"None","None",0,"2023-09",5,2,3,"Q3",1
"O1570","B39","S11","Pharma",339,2023-06-27,2023-06-29,2023-07-04,"Sea",13028.53,2,"Shortage","High",1,"2023-06",7,2,5,"Q2",0
"O1571","B20","S21","Pharma",116,2023-09-10,2023-09-13,2023-09-19,"Air",22787.59,3,"Shortage","Low",1,"2023-09",9,3,6,"Q3",0
"O1572","B33","S12","Food",235,2023-02-25,2023-02-26,2023-03-08,"Air",47900.26,5,"Shortage","Low",1,"2023-02",11,1,10,"Q1",0
"O1573","B31","S3","Food",834,2023-03-24,2023-03-25,2023-04-03,"Rail",20252.25,5,"Strike","Low",1,"2023-03",10,1,9,"Q1",0
"O1574","B27","S6","Machinery",227,2023-04-09,2023-04-11,2023-04-16,"Air",42070.18,0,"None","None",0,"2023-04",7,2,5,"Q2",1
"O1575","B41","S22","Machinery",946,2023-05-29,2023-06-01,2023-06-05,"Air",9832.76,2,"Customs","Medium",1,"2023-05",7,3,4,"Q2",0
"O1576","B24","S19","Pharma",762,2023-11-25,2023-11-29,2023-12-01,"Air",33786.79,0,"None","None",0,"2023-11",6,4,2,"Q4",1
"O1577","B12","S11","Textiles",515,2023-06-05,2023-06-07,2023-06-16,"Air",48861.84,7,"Shortage","Medium",1,"2023-06",11,2,9,"Q2",0
"O1578","B9","S20","Pharma",268,2023-07-09,2023-07-11,2023-07-17,"Rail",5543.71,0,"None","None",0,"2023-07",8,2,6,"Q3",1
"O1579","B33","S27","Textiles",897,2023-09-20,2023-09-22,2023-10-01,"Air",911.84,5,"Strike","Low",1,"2023-09",11,2,9,"Q3",0
"O1580","B49","S3","Textiles",783,2023-03-21,2023-03-22,2023-03-25,"Road",21962.35,1,"Customs","High",1,"2023-03",4,1,3,"Q1",0
"O1581","B15","S14","Machinery",526,2023-09-09,2023-09-11,2023-09-25,"Road",5084.96,10,"Weather","High",1,"2023-09",16,2,14,"Q3",0
"O1582","B11","S14","Electronics",782,2023-04-07,2023-04-09,2023-04-18,"Road",37545.03,0,"None","None",0,"2023-04",11,2,9,"Q2",1
"O1583","B22","S29","Electronics",63,2023-09-17,2023-09-20,2023-09-29,"Road",45770.16,5,"Weather","Low",1,"2023-09",12,3,9,"Q3",0
"O1584","B9","S29","Food",56,2023-09-17,2023-09-20,2023-09-29,"Air",21984.04,0,"None","None",0,"2023-09",12,3,9,"Q3",1
"O1585","B16","S7","Machinery",736,2023-04-13,2023-04-17,2023-04-22,"Road",13306.23,0,"None","None",0,"2023-04",9,4,5,"Q2",1
"O1586","B41","S19","Textiles",698,2023-02-09,2023-02-12,2023-02-13,"Air",22002.96,0,"None","None",0,"2023-02",4,3,1,"Q1",1
"O1587","B6","S9","Electronics",530,2023-09-30,2023-10-02,2023-10-07,"Rail",36310.67,0,"None","None",0,"2023-09",7,2,5,"Q3",1
"O1588","B28","S8","Textiles",108,2023-04-11,2023-04-13,2023-04-22,"Road",948.18,0,"None","None",0,"2023-04",11,2,9,"Q2",1
"O1589","B27","S15","Electronics",29,2023-12-25,2023-12-27,2024-01-03,"Sea",29677.97,5,"Weather","High",1,"2023-12",9,2,7,"Q4",0
"O1590","B13","S10","Electronics",899,2023-11-04,2023-11-06,2023-11-15,"Road",30857.94,5,"Strike","Low",1,"2023-11",11,2,9,"Q4",0
"O1591","B46","S24","Electronics",762,2023-08-09,2023-08-10,2023-08-18,"Road",32065.57,5,"Shortage","Low",1,"2023-08",9,1,8,"Q3",0
"O1592","B29","S16","Machinery",582,2023-11-04,2023-11-05,2023-11-08,"Air",12480.09,2,"Weather","High",1,"2023-11",4,1,3,"Q4",0
"O1593","B4","S13","Pharma",900,2023-05-04,2023-05-07,2023-05-10,"Road",35845.61,0,"None","None",0,"2023-05",6,3,3,"Q2",1
"O1594","B29","S19","Textiles",499,2023-08-19,2023-08-23,2023-08-27,"Sea",5023.88,0,"None","None",0,"2023-08",8,4,4,"Q3",1
"O1595","B44","S26","Machinery",428,2023-06-27,2023-06-28,2023-07-04,"Air",10363.88,0,"None","None",0,"2023-06",7,1,6,"Q2",1
"O1596","B23","S4","Machinery",699,2023-03-04,2023-03-05,2023-03-13,"Air",43934.77,1,"Weather","High",1,"2023-03",9,1,8,"Q1",0
"O1597","B49","S7","Machinery",859,2023-04-26,2023-04-29,2023-05-03,"Rail",37066.8,0,"None","None",0,"2023-04",7,3,4,"Q2",1
"O1598","B3","S26","Machinery",71,2023-07-10,2023-07-12,2023-07-20,"Rail",1180.4,5,"Weather","High",1,"2023-07",10,2,8,"Q3",0
"O1599","B33","S5","Machinery",154,2023-03-03,2023-03-06,2023-03-16,"Road",12794.62,2,"Weather","High",1,"2023-03",13,3,10,"Q1",0
"O1600","B34","S13","Food",225,2023-09-13,2023-09-15,2023-09-25,"Rail",11113.12,2,"Strike","Low",1,"2023-09",12,2,10,"Q3",0
"O1601","B39","S29","Textiles",12,2023-01-07,2023-01-09,2023-01-14,"Rail",13904.91,3,"Shortage","Low",1,"2023-01",7,2,5,"Q1",0
"O1602","B39","S28","Machinery",169,2023-06-04,2023-06-06,2023-06-20,"Rail",12754.21,7,"Shortage","Low",1,"2023-06",16,2,14,"Q2",0
"O1603","B18","S26","Textiles",748,2023-04-02,2023-04-04,2023-04-21,"Air",3595.05,10,"Strike","Low",1,"2023-04",19,2,17,"Q2",0
"O1604","B48","S24","Food",790,2023-01-14,2023-01-16,2023-01-21,"Air",23217.56,2,"Customs","Low",1,"2023-01",7,2,5,"Q1",0
"O1605","B30","S12","Food",129,2023-08-17,2023-08-19,2023-09-01,"Air",36770.31,7,"Strike","Low",1,"2023-08",15,2,13,"Q3",0
"O1606","B4","S7","Textiles",902,2023-03-27,2023-03-28,2023-04-07,"Rail",30533.22,7,"Weather","Medium",1,"2023-03",11,1,10,"Q1",0
"O1607","B31","S7","Electronics",98,2023-05-13,2023-05-14,2023-05-17,"Air",33807.15,0,"None","None",0,"2023-05",4,1,3,"Q2",1
"O1608","B35","S3","Pharma",338,2023-07-02,2023-07-04,2023-07-13,"Rail",4516.88,0,"None","None",0,"2023-07",11,2,9,"Q3",1
"O1609","B47","S18","Electronics",589,2023-03-03,2023-03-06,2023-03-10,"Air",47598.79,1,"Weather","High",1,"2023-03",7,3,4,"Q1",0
"O1610","B48","S28","Electronics",919,2023-08-07,2023-08-11,2023-08-12,"Air",42005.35,0,"None","None",0,"2023-08",5,4,1,"Q3",1
"O1611","B19","S23","Electronics",366,2023-09-03,2023-09-07,2023-09-22,"Sea",40351.97,10,"Customs","Low",1,"2023-09",19,4,15,"Q3",0
"O1612","B27","S28","Machinery",619,2023-08-18,2023-08-21,2023-08-25,"Road",41237.7,0,"None","None",0,"2023-08",7,3,4,"Q3",1
"O1613","B30","S23","Food",276,2023-03-20,2023-03-22,2023-04-03,"Rail",46669.17,5,"Customs","Medium",1,"2023-03",14,2,12,"Q1",0
"O1614","B21","S10","Electronics",626,2023-05-29,2023-06-02,2023-06-10,"Sea",27440.57,0,"None","None",0,"2023-05",12,4,8,"Q2",1
"O1615","B49","S24","Food",961,2023-05-18,2023-05-20,2023-05-27,"Air",10413.96,1,"Strike","High",1,"2023-05",9,2,7,"Q2",0
"O1616","B14","S5","Textiles",332,2023-11-10,2023-11-13,2023-11-19,"Rail",31030.79,2,"Strike","Medium",1,"2023-11",9,3,6,"Q4",0
"O1617","B23","S4","Pharma",644,2023-03-06,2023-03-08,2023-03-13,"Air",37272.63,0,"None","None",0,"2023-03",7,2,5,"Q1",1
"O1618","B41","S4","Textiles",997,2023-01-13,2023-01-16,2023-01-23,"Road",37026.91,1,"Customs","Low",1,"2023-01",10,3,7,"Q1",0
"O1619","B34","S9","Textiles",550,2023-08-01,2023-08-05,2023-08-08,"Sea",26311.73,1,"Customs","Medium",1,"2023-08",7,4,3,"Q3",0
"O1620","B7","S5","Machinery",658,2023-08-30,2023-09-01,2023-09-11,"Road",3888.71,2,"Customs","Low",1,"2023-08",12,2,10,"Q3",0
"O1621","B30","S10","Pharma",204,2023-08-01,2023-08-02,2023-08-11,"Sea",18870.09,0,"None","None",0,"2023-08",10,1,9,"Q3",1
"O1622","B32","S9","Textiles",930,2023-06-30,2023-07-04,2023-07-21,"Air",46077.95,10,"Weather","High",1,"2023-06",21,4,17,"Q2",0
"O1623","B40","S1","Textiles",747,2023-12-04,2023-12-07,2023-12-11,"Road",29430.22,0,"None","None",0,"2023-12",7,3,4,"Q4",1
"O1624","B35","S16","Pharma",341,2023-06-22,2023-06-24,2023-06-26,"Road",27147.43,0,"None","None",0,"2023-06",4,2,2,"Q2",1
"O1625","B28","S18","Pharma",179,2023-06-09,2023-06-11,2023-06-16,"Air",13808.25,0,"None","None",0,"2023-06",7,2,5,"Q2",1
"O1626","B40","S23","Textiles",530,2023-06-13,2023-06-17,2023-06-27,"Road",18738.22,3,"Weather","High",1,"2023-06",14,4,10,"Q2",0
"O1627","B49","S11","Pharma",472,2023-07-07,2023-07-09,2023-07-15,"Rail",44819.63,0,"None","None",0,"2023-07",8,2,6,"Q3",1
"O1628","B33","S6","Textiles",49,2023-07-10,2023-07-12,2023-07-21,"Sea",33489.92,0,"None","None",0,"2023-07",11,2,9,"Q3",1
"O1629","B45","S25","Textiles",546,2023-11-04,2023-11-07,2023-11-08,"Sea",39475.66,0,"None","None",0,"2023-11",4,3,1,"Q4",1
"O1630","B2","S29","Machinery",270,2023-09-13,2023-09-17,2023-09-24,"Sea",22990.1,0,"None","None",0,"2023-09",11,4,7,"Q3",1
"O1631","B35","S9","Electronics",404,2023-07-02,2023-07-04,2023-07-06,"Rail",31697.24,0,"None","None",0,"2023-07",4,2,2,"Q3",1
"O1632","B24","S21","Textiles",964,2023-04-27,2023-04-30,2023-05-08,"Sea",12794.99,0,"None","None",0,"2023-04",11,3,8,"Q2",1
"O1633","B8","S9","Food",235,2023-10-09,2023-10-10,2023-10-18,"Air",35420.31,0,"None","None",0,"2023-10",9,1,8,"Q4",1
"O1634","B20","S16","Electronics",993,2023-07-15,2023-07-17,2023-07-23,"Road",21666.27,5,"Customs","Low",1,"2023-07",8,2,6,"Q3",0
"O1635","B21","S10","Electronics",133,2023-02-03,2023-02-06,2023-02-08,"Rail",22406,0,"None","None",0,"2023-02",5,3,2,"Q1",1
"O1636","B34","S16","Electronics",984,2023-02-21,2023-02-24,2023-02-25,"Sea",32641.46,0,"None","None",0,"2023-02",4,3,1,"Q1",1
"O1637","B40","S16","Machinery",47,2023-04-22,2023-04-23,2023-04-27,"Air",46845.89,0,"None","None",0,"2023-04",5,1,4,"Q2",1
"O1638","B6","S11","Textiles",337,2023-09-09,2023-09-12,2023-09-15,"Road",3668.31,2,"Weather","Low",1,"2023-09",6,3,3,"Q3",0
"O1639","B14","S7","Machinery",260,2023-03-23,2023-03-26,2023-03-31,"Road",41324.79,3,"Weather","High",1,"2023-03",8,3,5,"Q1",0
"O1640","B1","S18","Textiles",910,2023-08-20,2023-08-22,2023-09-09,"Rail",14972.96,10,"Shortage","Low",1,"2023-08",20,2,18,"Q3",0
"O1641","B31","S13","Machinery",185,2023-08-15,2023-08-17,2023-08-31,"Rail",22474.01,5,"Strike","Low",1,"2023-08",16,2,14,"Q3",0
"O1642","B37","S28","Machinery",611,2023-08-21,2023-08-25,2023-08-30,"Rail",1584.71,1,"Shortage","High",1,"2023-08",9,4,5,"Q3",0
"O1643","B28","S23","Food",923,2023-08-09,2023-08-13,2023-08-18,"Air",15401.78,0,"None","None",0,"2023-08",9,4,5,"Q3",1
"O1644","B10","S23","Machinery",463,2023-02-11,2023-02-15,2023-02-19,"Air",25380.25,0,"None","None",0,"2023-02",8,4,4,"Q1",1
"O1645","B28","S11","Pharma",46,2023-01-21,2023-01-25,2023-01-31,"Rail",3280.72,1,"Customs","Medium",1,"2023-01",10,4,6,"Q1",0
"O1646","B17","S28","Food",325,2023-02-11,2023-02-13,2023-02-21,"Sea",24809.24,0,"None","None",0,"2023-02",10,2,8,"Q1",1
"O1647","B34","S29","Machinery",697,2023-04-23,2023-04-24,2023-04-27,"Road",46391.98,0,"None","None",0,"2023-04",4,1,3,"Q2",1
"O1648","B50","S17","Electronics",982,2023-04-15,2023-04-17,2023-04-26,"Road",5716.96,3,"Customs","Low",1,"2023-04",11,2,9,"Q2",0
"O1649","B19","S8","Pharma",805,2023-07-11,2023-07-14,2023-07-16,"Air",38339.82,0,"None","None",0,"2023-07",5,3,2,"Q3",1
"O1650","B3","S20","Pharma",974,2023-01-17,2023-01-20,2023-01-25,"Road",20778.72,0,"None","None",0,"2023-01",8,3,5,"Q1",1
"O1651","B21","S28","Pharma",982,2023-04-30,2023-05-01,2023-05-10,"Sea",32931.1,2,"Shortage","Low",1,"2023-04",10,1,9,"Q2",0
"O1652","B33","S1","Food",602,2023-05-09,2023-05-13,2023-05-23,"Road",13381.71,2,"Customs","Low",1,"2023-05",14,4,10,"Q2",0
"O1653","B16","S26","Machinery",123,2023-05-10,2023-05-12,2023-05-15,"Air",8394.87,1,"Weather","Medium",1,"2023-05",5,2,3,"Q2",0
"O1654","B20","S7","Machinery",49,2023-03-01,2023-03-04,2023-03-06,"Air",8442.9,0,"None","None",0,"2023-03",5,3,2,"Q1",1
"O1655","B16","S11","Electronics",310,2023-02-17,2023-02-19,2023-02-22,"Sea",3989.35,0,"None","None",0,"2023-02",5,2,3,"Q1",1
"O1656","B29","S28","Electronics",233,2023-01-29,2023-02-02,2023-02-03,"Sea",9689.51,0,"None","None",0,"2023-01",5,4,1,"Q1",1
"O1657","B4","S20","Pharma",327,2023-04-07,2023-04-10,2023-04-19,"Road",33378.86,7,"Strike","Low",1,"2023-04",12,3,9,"Q2",0
"O1658","B47","S12","Electronics",358,2023-01-10,2023-01-12,2023-01-17,"Road",44143.69,0,"None","None",0,"2023-01",7,2,5,"Q1",1
"O1659","B21","S15","Food",124,2023-08-30,2023-09-03,2023-09-09,"Air",40799.22,1,"Customs","Low",1,"2023-08",10,4,6,"Q3",0
"O1660","B48","S12","Machinery",707,2023-11-10,2023-11-11,2023-11-14,"Sea",34414.15,1,"Shortage","Low",1,"2023-11",4,1,3,"Q4",0
"O1661","B30","S18","Pharma",332,2023-08-20,2023-08-21,2023-08-28,"Sea",5966.38,5,"Strike","Low",1,"2023-08",8,1,7,"Q3",0
"O1662","B13","S21","Electronics",577,2023-10-04,2023-10-08,2023-10-11,"Sea",14814.78,2,"Shortage","High",1,"2023-10",7,4,3,"Q4",0
"O1663","B34","S12","Food",49,2023-10-11,2023-10-13,2023-10-19,"Road",15835.44,0,"None","None",0,"2023-10",8,2,6,"Q4",1
"O1664","B7","S26","Food",875,2023-07-22,2023-07-24,2023-07-31,"Sea",12872.87,0,"None","None",0,"2023-07",9,2,7,"Q3",1
"O1665","B36","S25","Electronics",49,2023-09-04,2023-09-05,2023-09-17,"Air",25992.78,3,"Strike","High",1,"2023-09",13,1,12,"Q3",0
"O1666","B44","S6","Machinery",868,2023-10-17,2023-10-18,2023-10-29,"Air",27009.91,2,"Customs","High",1,"2023-10",12,1,11,"Q4",0
"O1667","B5","S2","Electronics",982,2023-09-21,2023-09-24,2023-10-01,"Road",18165.86,5,"Customs","Medium",1,"2023-09",10,3,7,"Q3",0
"O1668","B12","S13","Pharma",758,2023-08-02,2023-08-04,2023-08-16,"Rail",18012.56,10,"Weather","High",1,"2023-08",14,2,12,"Q3",0
"O1669","B8","S27","Electronics",298,2023-07-19,2023-07-23,2023-08-11,"Road",41513.5,10,"Shortage","High",1,"2023-07",23,4,19,"Q3",0
"O1670","B11","S16","Food",271,2023-03-20,2023-03-21,2023-03-27,"Rail",39570,0,"None","None",0,"2023-03",7,1,6,"Q1",1
"O1671","B25","S23","Electronics",225,2023-12-09,2023-12-11,2023-12-14,"Sea",15735.89,0,"None","None",0,"2023-12",5,2,3,"Q4",1
"O1672","B41","S1","Machinery",156,2023-12-10,2023-12-12,2023-12-21,"Road",45732.53,0,"None","None",0,"2023-12",11,2,9,"Q4",1
"O1673","B12","S17","Textiles",345,2023-06-22,2023-06-26,2023-06-30,"Air",47664.34,0,"None","None",0,"2023-06",8,4,4,"Q2",1
"O1674","B40","S16","Electronics",177,2023-03-10,2023-03-12,2023-03-14,"Sea",16673.76,0,"None","None",0,"2023-03",4,2,2,"Q1",1
"O1675","B25","S18","Machinery",101,2023-03-28,2023-03-31,2023-04-07,"Air",18044.03,3,"Strike","Medium",1,"2023-03",10,3,7,"Q1",0
"O1676","B5","S15","Machinery",362,2023-04-11,2023-04-15,2023-04-23,"Sea",25528.89,0,"None","None",0,"2023-04",12,4,8,"Q2",1
"O1677","B41","S4","Food",580,2023-01-08,2023-01-10,2023-01-13,"Road",47085.48,0,"None","None",0,"2023-01",5,2,3,"Q1",1
"O1678","B13","S4","Machinery",580,2023-11-29,2023-12-01,2023-12-10,"Rail",43877.81,5,"Shortage","High",1,"2023-11",11,2,9,"Q4",0
"O1679","B40","S8","Machinery",825,2023-07-19,2023-07-22,2023-07-25,"Sea",5577.11,2,"Shortage","Low",1,"2023-07",6,3,3,"Q3",0
"O1680","B11","S14","Machinery",690,2023-03-28,2023-03-30,2023-04-08,"Rail",19940.17,0,"None","None",0,"2023-03",11,2,9,"Q1",1
"O1681","B46","S17","Machinery",790,2023-02-12,2023-02-16,2023-02-25,"Sea",27891.87,0,"None","None",0,"2023-02",13,4,9,"Q1",1
"O1682","B20","S12","Pharma",372,2023-04-19,2023-04-22,2023-04-25,"Air",25405.06,0,"None","None",0,"2023-04",6,3,3,"Q2",1
"O1683","B12","S7","Pharma",566,2023-06-01,2023-06-04,2023-06-11,"Air",10096.22,0,"None","None",0,"2023-06",10,3,7,"Q2",1
"O1684","B15","S26","Food",354,2023-01-17,2023-01-20,2023-01-27,"Sea",43011.43,2,"Shortage","Low",1,"2023-01",10,3,7,"Q1",0
"O1685","B43","S20","Electronics",702,2023-05-13,2023-05-17,2023-05-27,"Rail",34008.57,1,"Weather","Low",1,"2023-05",14,4,10,"Q2",0
"O1686","B13","S26","Machinery",179,2023-05-28,2023-05-31,2023-06-09,"Road",41976.46,0,"None","None",0,"2023-05",12,3,9,"Q2",1
"O1687","B30","S21","Electronics",365,2023-10-04,2023-10-05,2023-10-15,"Road",43008.83,1,"Strike","Low",1,"2023-10",11,1,10,"Q4",0
"O1688","B26","S3","Electronics",200,2023-08-20,2023-08-24,2023-09-02,"Air",37543.61,5,"Weather","High",1,"2023-08",13,4,9,"Q3",0
"O1689","B39","S6","Food",676,2023-11-10,2023-11-11,2023-11-19,"Road",22240.92,0,"None","None",0,"2023-11",9,1,8,"Q4",1
"O1690","B29","S23","Machinery",431,2023-08-16,2023-08-18,2023-08-30,"Air",30722.06,5,"Customs","Medium",1,"2023-08",14,2,12,"Q3",0
"O1691","B24","S11","Machinery",709,2023-05-19,2023-05-20,2023-05-26,"Road",8438.09,0,"None","None",0,"2023-05",7,1,6,"Q2",1
"O1692","B30","S11","Textiles",16,2023-07-30,2023-08-03,2023-08-04,"Sea",33845.45,0,"None","None",0,"2023-07",5,4,1,"Q3",1
"O1693","B12","S12","Electronics",142,2023-01-28,2023-01-30,2023-02-09,"Air",9373.04,5,"Customs","Medium",1,"2023-01",12,2,10,"Q1",0
"O1694","B19","S10","Electronics",756,2023-02-20,2023-02-22,2023-03-02,"Air",34850.5,0,"None","None",0,"2023-02",10,2,8,"Q1",1
"O1695","B37","S24","Pharma",566,2023-09-18,2023-09-20,2023-09-23,"Sea",11865.11,0,"None","None",0,"2023-09",5,2,3,"Q3",1
"O1696","B4","S1","Textiles",835,2023-09-18,2023-09-22,2023-09-30,"Air",6318.79,1,"Customs","Low",1,"2023-09",12,4,8,"Q3",0
"O1697","B2","S1","Pharma",770,2023-12-16,2023-12-18,2023-12-19,"Road",8681.58,0,"None","None",0,"2023-12",3,2,1,"Q4",1
"O1698","B43","S7","Pharma",40,2023-12-18,2023-12-20,2023-12-24,"Road",598.61,0,"None","None",0,"2023-12",6,2,4,"Q4",1
"O1699","B25","S5","Pharma",544,2023-01-08,2023-01-10,2023-01-11,"Air",36077.61,0,"None","None",0,"2023-01",3,2,1,"Q1",1
"O1700","B29","S23","Food",435,2023-11-16,2023-11-18,2023-11-22,"Road",36753.85,0,"None","None",0,"2023-11",6,2,4,"Q4",1
"O1701","B25","S9","Food",403,2023-05-18,2023-05-20,2023-05-26,"Rail",25989.2,3,"Weather","Low",1,"2023-05",8,2,6,"Q2",0
"O1702","B18","S4","Pharma",681,2023-02-07,2023-02-09,2023-02-28,"Air",8487.46,10,"Customs","Low",1,"2023-02",21,2,19,"Q1",0
"O1703","B19","S22","Textiles",372,2023-04-21,2023-04-23,2023-05-02,"Sea",4635.94,1,"Weather","High",1,"2023-04",11,2,9,"Q2",0
"O1704","B32","S25","Electronics",446,2023-08-08,2023-08-12,2023-08-16,"Rail",1446.88,2,"Weather","Medium",1,"2023-08",8,4,4,"Q3",0
